Consortium	name	library:numSubjects	library:dataCategory.itemsType	library:dataCategory.items	library:datatype.itemsType	library:datatype.items	library:dataUseRestriction	library:indication	study_accession	library:datasetName	library:datasetVersion	library:datasetDescription	library:datasetOwner	library:datasetCustodian	library:datasetDepositor	library:contactEmail	library:institute.itemsType	library:institute.items	library:primaryDiseaseSite	library:primaryDiseaseSite	library:reference	library:dataFileFormats.itemsType	library:dataFileFormats.items	library:technology.itemsType	library:technology.items	library:studyDesign	library:ethnicity.itemsType	library:ethnicity.items	library:cohortCountry	library:requiresExternalApproval	library:lmsvn	library:dulvn	library:discoverableByGroups.itemsType	library:discoverableByGroups.items	tag:tags.itemsType	tag:tags.items	library:DS	library:HMB	library:NMDS	library:NCU	library:NPU	library:NCTRL	library:GRU	library:RS-PD	library:IRB	library:RS-G	library:NAGR	library:DS_URL.itemsType	library:DS_URL.items	library:DS.itemsType	library:orsp	library:dataAccessInstructions	referenceData_hg38_known_indels_sites_VCFs.itemsType	referenceData_hg38_known_indels_sites_VCFs.items	referenceData_hg38_ref_fasta	referenceData_hg38_ref_alt	referenceData_hg38_ref_amb	referenceData_hg38_axiomPoly_resource_vcf_index	referenceData_hg38_ref_fasta_index	referenceData_hg38_mills_resource_vcf	referenceData_hg38_one_thoUnited Statesnd_genomes_resource_vcf	referenceData_hg38_dbsnp_vcf_index	referenceData_hg38_known_indels_sites_indices.itemsType	referenceData_hg38_known_indels_sites_indices.items	referenceData_hg38_one_thoUnited Statesnd_genomes_resource_vcf_index	referenceData_hg38_call_interval_list	referenceData_hg38_ref_dict	referenceData_hg38_dbsnp_vcf	referenceData_hg38_mills_resource_vcf_index	referenceData_hg38_ref_sa	referenceData_hg38_hapmap_resource_vcf_index	referenceData_hg38_hapmap_resource_vcf	referenceData_hg38_omni_resource_vcf_index	referenceData_hg38_axiomPoly_resource_vcf	referenceData_hg38_eval_interval_list	referenceData_hg38_omni_resource_vcf	referenceData_hg38_scattered_calling_intervals_list	referenceData_hg38_unpadded_intervals_file	referenceData_hg38_ref_pac	referenceData_hg38_ref_bwt	referenceData_hg38_ref_ann	diseaseOntologyLabel	indication	reference	datasetCustodian	datasetVersion	projectName	datasetDescription	dulvn	useLimitationOption	NPU	RS-PD	dataUseRestriction	numSubjects	datasetOwner	tags	published	datasetName	technology	discoverableByGroups	NCU	RS-G	IRB	requiresExternalApproval	studyDesign	NAGR	contactEmail	datasetDepositor	datatype	dataCategory	NMDS	NCTRL	GRU	HMB	diseaseOntologyID	dataFileFormats	genome_fasta_index	sample_attributes	subject_phenotypes	transcripts_gtf	genome_fasta_dict	genes_gtf	vcf_index	genome_fasta	vcf_file	lmsvn	rnaseq_genome_fasta_index	rnaseq_genome_fasta	rnaseq_genome_fasta_dict
CCDG	anvil_ccdg_broad_ai_ibd_daly_franchimont_wes	2247	AttributeValue	Raw Sequencing data	AttributeValue	Exome	DS-GI	inflammatory bowel disease	registration pending	IBD - FRANCHIMONT	1	N/A	Mark Daly	NHGRI	Christine Stevens	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG AI	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case/Control	AttributeValue	N/A	Belgium	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Dec 18, 2019														CG-5301																																																																															
CCDG	anvil_ccdg_broad_ai_ibd_daly_kupcinskas_wes	2285	AttributeValue	Raw Sequencing data	AttributeValue	Exome	HMP-NPU-MDS	inflammatory bowel disease	registration pending	IBD - KUPCINSKAS	1	N/A	Mark Daly	NHGRI	Christine Stevens	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG AI	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case/Control	AttributeValue	N/A	Lithuania	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	Oct 29, 2019', 'GRCh38/hg38', 'Access WS', 'Oct 31, 2019', 'Nov 6, 2019														CG-4903																																																																															
CCDG	anvil_ccdg_broad_ai_ibd_daly_lewis_ccfa_wes	2187	AttributeValue	Raw Sequencing data	AttributeValue	Exome	GRU	inflammatory bowel disease	registration pending	IBD - LEWIS, SPARC	1	SPARC IBD ??? Study of a Prospective Adult Research Cohort with IBD ??? is a multicentered longitudinal study of adult IBD patients, which will collect and link clinical data, patient-reported outcome data, and serial biosamples through the course of the patients' disease. Data and samples will then be used for basic, clinical, and translational research with the goal of finding predictors of response to therapy and predictors of relapse that will lead to precision medicine strategies and new therapeutic targets that will improve the quality of life of patients with IBD.	Mark Daly	NHGRI	Christine Stevens	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG AI	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case/Control	AttributeValue	N/A	United States	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Apr 6, 2020														CG-5968																																																																															
CCDG	anvil_ccdg_broad_ai_ibd_daly_louis_wes	1518	AttributeValue	Raw Sequencing data	AttributeValue	Exome	GRU	inflammatory bowel disease	registration pending	IBD - LOUIS	1	N/A	Mark Daly	NHGRI	Christine Stevens	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG AI	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case/Control	AttributeValue	N/A	Belgium	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Oct 31, 2019', 'Nov 15, 2019														CG-4899																																																																															
CCDG	anvil_ccdg_broad_ai_ibd_daly_mccauley_wes	1468	AttributeValue	Raw Sequencing data	AttributeValue	Exome	HMB	inflammatory bowel disease	registration pending	IBD - MCCAULEY, NIDDK	1	Sample collection from the NIDDK Inflammatory Bowel Disease Genetics Consortium (IBDGC) which was created to advance genetic research on Crohn???s Disease (CD) and Ulcerative Colitis (UC). Over the past 15 years, in collaboration with the International IBD Genetics Consortium (IIBDGC), we have identified about 200 susceptibility loci for CD and UC. These newly identified loci have significantly contributed to our understanding of the roles of the innate and acquired immune systems in the pathophysiology of IBD. dbGaP study registration in progress.	Mark Daly	NHGRI	Christine Stevens	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG AI	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case/Control	AttributeValue	N/A	United States	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Nov 26, 2019														CG-4912																																																																															
CCDG	anvil_ccdg_broad_ai_ibd_daly_niddk_cho_wes	4473	AttributeValue	Raw Sequencing data	AttributeValue	Exome	HMB-MDS	inflammatory bowel disease	registration pending	IBD - CHO, NIDDK	1	Sample collection from the NIDDK Inflammatory Bowel Disease Genetics Consortium (IBDGC) which was created to advance genetic research on Crohn???s Disease (CD) and Ulcerative Colitis (UC). Over the past 15 years, in collaboration with the International IBD Genetics Consortium (IIBDGC), we have identified about 200 susceptibility loci for CD and UC. These newly identified loci have significantly contributed to our understanding of the roles of the innate and acquired immune systems in the pathophysiology of IBD. dbGaP study registration in progress.	Mark Daly	NHGRI	Christine Stevens	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG AI	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case/Control	AttributeValue	N/A	United States	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	Jul 23, 2020', 'GRCh38/hg38', 'Access WS														ORSP-1480																																																																															
CCDG	anvil_ccdg_broad_ai_ibd_daly_stampfer_wes	1489	AttributeValue	Raw Sequencing data	AttributeValue	Exome	HMB-MDS	inflammatory bowel disease	registration pending	IBD - STAMPFER	1	The Nurses' Health Studies are among the largest prospective investigations into the risk factors for major chronic diseases in women. Today, the Nurses' Health Studies are well-positioned to continue cutting-edge scientific research on reducing the burden of chronic disease. The growing data resources contribute to an accelerating pace of scientific discovery. dbGaP study registration in progress.	N/A	NHGRI	Christine Stevens	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG AI	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case/Control	AttributeValue	N/A	United States	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Nov 25, 2019														CG-5970																																																																															
CCDG	anvil_ccdg_broad_ai_ibd_daly_vermeire_wes	3985	AttributeValue	Raw Sequencing data	AttributeValue	Exome	DS-GI	inflammatory bowel disease	registration pending	IBD - VERMEIRE	1	N/A	N/A	NHGRI	Christine Stevens	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG AI	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case/Control	AttributeValue	N/A	Belgium	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Nov 14, 2019', 'Access WS														CG-5973																																																																															
CCDG	anvil_ccdg_broad_ai_ibd_daly_xavier_prism_wes	2753	AttributeValue	Raw Sequencing data	AttributeValue	Exome	DS-GI	inflammatory bowel disease	registration pending	IBD - XAVIER, PRISM	1	The PRISM (Prospective Registery in IBD Study at MGH) registry, includes more than 3,000 enrolled IBD patients and healthy controlled individuals. dbGaP study registration in progress.	Ramnik Xavier	NHGRI	Christine Stevens	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG AI	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case/Control	AttributeValue	N/A	United States	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS														ORSP-1273																																																																															
CCDG	anvil_ccdg_broad_ai_ibd_daly_xavier_share_wes	732	AttributeValue	Raw Sequencing data	AttributeValue	Exome	DS-IBD-MDS	inflammatory bowel disease	registration pending	IBD - XAVIER, SHARE	1	Crohn???s disease (CD) and ulcerative colitis (UC) (inflammatory bowel diseases, IBD) affect 1.5 million individuals in the United States.1 Despite important advances in understanding its biology, the lack of standardized phenotyping, large enough cohort sizes, and detailed biospecimen repositories have impeded progress in targeted treatment options. To overcome these barriers, investigators from seven major IBD centers formed the Sinai Helmsley Alliance for Research Excellence (SHARE) in 2010 to integrate information from basic science, epidemiology and information sciences to advance IBD research across multiple high-volume centers. The consortium provides a unique opportunity to examine between-center practice variation in the management of CD and UC, a particularly pertinent question in view of significant recent changes in the treatment paradigms. dbGaP study registration in progress.	Ramnik Xavier	NHGRI	Christine Stevens	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG AI	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case	AttributeValue	N/A	United States	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Feb 24, 2020														ORSP-2141																																																																															
CCDG	anvil_ccdg_broad_ai_ibd_niddk_daly_brant_wes	164	AttributeValue	Raw Sequencing data	AttributeValue	Exome	DS-GI	inflammatory bowel disease	registration pending	IBD - BRANT, NIDDK	1	Sample collection from the NIDDK Inflammatory Bowel Disease Genetics Consortium (IBDGC) which was created to advance genetic research on Crohn???s Disease (CD) and Ulcerative Colitis (UC). Over the past 15 years, in collaboration with the International IBD Genetics Consortium (IIBDGC), we have identified about 200 susceptibility loci for CD and UC. These newly identified loci have significantly contributed to our understanding of the roles of the innate and acquired immune systems in the pathophysiology of IBD. dbGaP study registration in progress.	Mark Daly	NHGRI	Christine Stevens	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG AI	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case/Control	AttributeValue	N/A	United States	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Oct 31, 2019', 'Nov 4, 2019														ORSP-1501																																																																															
CCDG	anvil_ccdg_broad_ai_ibd_niddk_daly_duerr_wes	100	AttributeValue	Raw Sequencing data	AttributeValue	Exome	HMB-MDS	inflammatory bowel disease	registration pending	IBD - DUERR, NIDDK	1	Sample collection from the NIDDK Inflammatory Bowel Disease Genetics Consortium (IBDGC) which was created to advance genetic research on Crohn???s Disease (CD) and Ulcerative Colitis (UC). Over the past 15 years, in collaboration with the International IBD Genetics Consortium (IIBDGC), we have identified about 200 susceptibility loci for CD and UC. These newly identified loci have significantly contributed to our understanding of the roles of the innate and acquired immune systems in the pathophysiology of IBD. dbGaP study registration in progress.	Mark Daly	NHGRI	Christine Stevens	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG AI	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case/Control	AttributeValue	N/A	United States	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Oct 31, 2019														CG-4920, ORSP-1499																																																																															
CCDG	anvil_ccdg_broad_ai_ibd_niddk_daly_silverberg_wes	598	AttributeValue	Raw Sequencing data	AttributeValue	Exome	DS-IBD	inflammatory bowel disease	registration pending	IBD - SILVERBERG, NIDDK	1	Sample collection from the NIDDK Inflammatory Bowel Disease Genetics Consortium (IBDGC) which was created to advance genetic research on Crohn???s Disease (CD) and Ulcerative Colitis (UC). Over the past 15 years, in collaboration with the International IBD Genetics Consortium (IIBDGC), we have identified about 200 susceptibility loci for CD and UC. These newly identified loci have significantly contributed to our understanding of the roles of the innate and acquired immune systems in the pathophysiology of IBD. dbGaP study registration in progress.	Mark Daly	NHGRI	Christine Stevens	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG AI	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case/Control	AttributeValue	N/A	Canada	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Oct 31, 2019', 'Nov 4, 2019														ORSP-1498																																																																															
CCDG	anvil_nhgri_broad_ibd_daly_kugathasan_wes	546	AttributeValue	Raw Sequencing data	AttributeValue	Exome	GRU	inflammatory bowel disease	registration pending	IBD - KUGATHASAN	1	Sample collection from the NIDDK Inflammatory Bowel Disease Genetics Consortium (IBDGC) which was created to advance genetic research on Crohn???s Disease (CD) and Ulcerative Colitis (UC). Over the past 15 years, in collaboration with the International IBD Genetics Consortium (IIBDGC), we have identified about 200 susceptibility loci for CD and UC. These newly identified loci have significantly contributed to our understanding of the roles of the innate and acquired immune systems in the pathophysiology of IBD. dbGaP study registration in progress.	Mark Daly	NHGRI	Christine Stevens	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG AI	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case/Control	AttributeValue	N/A	United States	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Oct 23, 2019														ORSP-3782																																																																															
CCDG	anvil_nhgri_broad_ibd_daly_turner_wes	155	AttributeValue	Raw Sequencing data	AttributeValue	Exome	GRU	inflammatory bowel disease	registration pending	IBD - TURNER	1	N/A	Mark Daly	NHGRI	Christine Stevens	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG AI	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case/Control	AttributeValue	N/A	Israel	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Oct 25, 2019														ORSP-1396																																																																															
CCDG	anvil_nhgri_broad_ibd_daly_winter_wes	412	AttributeValue	Raw Sequencing data	AttributeValue	Exome	DS-IBD	inflammatory bowel disease	registration pending	IBD - WINTER	1	Collection from the Pediatric Inflammatory Bowel Disease Center at MassGeneral Hospital for Children which provides care for children and adolescents with inflammatory bowel diseases (ulcerative colitis, indeterminate colitis, and Crohn???s disease). dbGaP study registration in progress.	Mark Daly	NHGRI	Christine Stevens	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG AI	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case/Control	AttributeValue	N/A	United States	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Oct 25, 2019														ORSP-1196																																																																															
CCDG	anvil_ccdg_broad_ai_ibd_daly_alm_gmc_wes	282	AttributeValue	Raw Sequencing data	AttributeValue	Exome	HMB	inflammatory bowel disease	phs002205	IBD - ALM, GMC	1	The Global Microbiome Conservancy (GMbC) was founded in 2016. The GMbC is an international non-profit organization collecting and preserving the full biodiversity of human gut microbes for future generations. dbGaP study ID: phs002205	N/A	NHGRI	Christine Stevens	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG AI	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case/Control	AttributeValue	N/A	N/A	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Oct 25, 2019														CG-4285																																																																															
CCDG	anvil_ccdg_broad_ai_ibd_daly_newberry_share_wes	885	AttributeValue	Raw Sequencing data	AttributeValue	Exome	DS-IBD	inflammatory bowel disease	registration pending	IBD - NEWBERRY, SHARE	1	Crohn???s disease (CD) and ulcerative colitis (UC) (inflammatory bowel diseases, IBD) affect 1.5 million individuals in the United States.1 Despite important advances in understanding its biology, the lack of standardized phenotyping, large enough cohort sizes, and detailed biospecimen repositories have impeded progress in targeted treatment options. To overcome these barriers, investigators from seven major IBD centers formed the Sinai Helmsley Alliance for Research Excellence (SHARE) in 2010 to integrate information from basic science, epidemiology and information sciences to advance IBD research across multiple high-volume centers. The consortium provides a unique opportunity to examine between-center practice variation in the management of CD and UC, a particularly pertinent question in view of significant recent changes in the treatment paradigms. dbGaP study registration in progress.	N/A	NHGRI	Christine Stevens	help@lists.anvilproject.org	AttributeValue	Broad Institute	N/A	CCDG AI	GRCh38/hg38	AttributeValue	CRAM', 'VCF	AttributeValue	Illumina	Case	AttributeValue	N/A	United States	FALSE	6	4	AttributeValue	all_broad-users	AttributeValue	GRCh38/hg38', 'Access WS', 'Oct 25, 2019																																																																																													
