PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30008546","Pragmatic Tools for Sharing Genomic Research Results with the Relatives of Living and Deceased Research Participants","Wolf SM, Scholtes E, Koenig BA, Petersen GM, Berry SA, Beskow LM, Daly MB, Fernandez CV, Green RC, LeRoy BS, Lindor NM, O'Rourke PP, Breitkopf CR, Rothstein MA, Van Ness B, Wilfond BS.","J Law Med Ethics. 2018 Mar;46(1):87-109. doi: 10.1177/1073110518766024. Epub 2018 Mar 27.","Wolf SM","J Law Med Ethics","2018","2018/07/17","PMC6040667","NIHMS973435","10.1177/1073110518766024"
"29997389","Health behaviors among unaffected participants following receipt of variants of uncertain significance in cardiomyopathy-associated genes","Miller IM, Lewis KL, Lawal TA, Ng D, Johnston JJ, Biesecker BB, Biesecker LG.","Genet Med. 2019 Mar;21(3):748-752. doi: 10.1038/s41436-018-0083-8. Epub 2018 Jul 12.","Miller IM","Genet Med","2019","2018/07/13","PMC6330155","NIHMS973103","10.1038/s41436-018-0083-8"
"29997388","Private payer coverage policies for exome sequencing (ES) in pediatric patients: trends over time and analysis of evidence cited","Douglas MP, Parker SL, Trosman JR, Slavotinek AM, Phillips KA.","Genet Med. 2019 Jan;21(1):152-160. doi: 10.1038/s41436-018-0043-3. Epub 2018 Jul 12.","Douglas MP","Genet Med","2019","2018/07/13","PMC6329652","NIHMS958339","10.1038/s41436-018-0043-3"
"29875426","Returning negative results to individuals in a genomic screening program: lessons learned","Butterfield RM, Evans JP, Rini C, Kuczynski KJ, Waltz M, Cadigan RJ, Goddard KAB, Muessig KR, Henderson GE.","Genet Med. 2019 Feb;21(2):409-416. doi: 10.1038/s41436-018-0061-1. Epub 2018 Jun 6.","Butterfield RM","Genet Med","2019","2018/06/08","PMC6281871","NIHMS965180","10.1038/s41436-018-0061-1"
"29848613","Ability of Patients to Distinguish Among Cardiac Genomic Variant Subclassifications","Hellwig LD, Biesecker BB, Lewis KL, Biesecker LG, James CA, Klein WMP.","Circ Genom Precis Med. 2018 Jun;11(6):e001975. doi: 10.1161/CIRCGEN.117.001975.","Hellwig LD","Circ Genom Precis Med","2018","2018/06/01","PMC5986092","NIHMS954438","10.1161/CIRCGEN.117.001975"
"29802320","Patient preferences for massively parallel sequencing genetic testing of colorectal cancer risk: a discrete choice experiment","Weymann D, Veenstra DL, Jarvik GP, Regier DA.","Eur J Hum Genet. 2018 Sep;26(9):1257-1265. doi: 10.1038/s41431-018-0161-z. Epub 2018 May 25.","Weymann D","Eur J Hum Genet","2018","2018/05/27","PMC6117311","","10.1038/s41431-018-0161-z"
"29790872","Genomic sequencing identifies secondary findings in a cohort of parent study participants","Thompson ML, Finnila CR, Bowling KM, Brothers KB, Neu MB, Amaral MD, Hiatt SM, East KM, Gray DE, Lawlor JMJ, Kelley WV, Lose EJ, Rich CA, Simmons S, Levy SE, Myers RM, Barsh GS, Bebin EM, Cooper GM.","Genet Med. 2018 Dec;20(12):1635-1643. doi: 10.1038/gim.2018.53. Epub 2018 Apr 12.","Thompson ML","Genet Med","2018","2018/05/24","PMC6185813","NIHMS952080","10.1038/gim.2018.53"
"29789698","Secondary findings in exome slices, virtual panels, and anticipatory sequencing","Biesecker LG.","Genet Med. 2019 Jan;21(1):41-43. doi: 10.1038/s41436-018-0019-3. Epub 2018 May 22.","Biesecker LG","Genet Med","2019","2018/05/24","","","10.1038/s41436-018-0019-3"
"29762926","Genetic Complexity of Mitral Valve Prolapse Revealed by Clinical and Genetic Evaluation of a Large Family","Haskell GT, Jensen BC, Skrzynia C, Pulikkotil T, Tilley CR, Lu Y, Marchuk DS, Ann Samsa L, Wilhelmsen KC, Lange E, Patterson C, Evans JP, Berg JS.","J Heart Valve Dis. 2017 Sep;26(5):569-580.","Haskell GT","J Heart Valve Dis","2017","2018/05/16","PMC6676909","NIHMS1032377",""
"29754767","Preconception Carrier Screening by Genome Sequencing: Results from the Clinical Laboratory","Punj S, Akkari Y, Huang J, Yang F, Creason A, Pak C, Potter A, Dorschner MO, Nickerson DA, Robertson PD, Jarvik GP, Amendola LM, Schleit J, Simpson DK, Rope AF, Reiss J, Kauffman T, Gilmore MJ, Himes P, Wilfond B, Goddard KAB, Richards CS.","Am J Hum Genet. 2018 Jun 7;102(6):1078-1089. doi: 10.1016/j.ajhg.2018.04.004. Epub 2018 May 10.","Punj S","Am J Hum Genet","2018","2018/05/15","PMC5992121","","10.1016/j.ajhg.2018.04.004"
"29749861","Portero versus portador: Spanish interpretation of genomic terminology during whole exome sequencing results disclosure","Gutierrez AM, Robinson JO, Statham EE, Scollon S, Bergstrom KL, Slashinski MJ, Parsons DW, Plon SE, McGuire AL, Street RL.","Per Med. 2017 Nov;14(6):503-514. doi: 10.2217/pme-2017-0040. Epub 2017 Nov 21.","Gutierrez AM","Per Med","2017","2018/05/12","PMC6393936","NIHMS1012695","10.2217/pme-2017-0040"
"29745680","Associations of perceived norms with intentions to learn genomic sequencing results: Roles for attitudes and ambivalence","Reid AE, Taber JM, Ferrer RA, Biesecker BB, Lewis KL, Biesecker LG, Klein WMP.","Health Psychol. 2018 Jun;37(6):553-561. doi: 10.1037/hea0000579. Epub 2018 May 10.","Reid AE","Health Psychol","2018","2018/05/11","PMC5962407","NIHMS951206","10.1037/hea0000579"
"29740699","De novo mutations in MED13, a component of the Mediator complex, are associated with a novel neurodevelopmental disorder","Snijders Blok L, Hiatt SM, Bowling KM, Prokop JW, Engel KL, Cochran JN, Bebin EM, Bijlsma EK, Ruivenkamp CAL, Terhal P, Simon MEH, Smith R, Hurst JA; DDD study; McLaughlin H, Person R, Crunk A, Wangler MF, Streff H, Symonds JD, Zuberi SM, Elliott KS, Sanders VR, Masunga A, Hopkin RJ, Dubbs HA, Ortiz-Gonzalez XR, Pfundt R, Brunner HG, Fisher SE, Kleefstra T, Cooper GM.","Hum Genet. 2018 May;137(5):375-388. doi: 10.1007/s00439-018-1887-y. Epub 2018 May 8.","Snijders Blok L","Hum Genet","2018","2018/05/10","PMC5973976","","10.1007/s00439-018-1887-y"
"29739461","Clinical providers' experiences with returning results from genomic sequencing: an interview study","Wynn J, Lewis K, Amendola LM, Bernhardt BA, Biswas S, Joshi M, McMullen C, Scollon S.","BMC Med Genomics. 2018 May 8;11(1):45. doi: 10.1186/s12920-018-0360-z.","Wynn J","BMC Med Genomics","2018","2018/05/10","PMC5941324","","10.1186/s12920-018-0360-z"
"29733724","Lessons Learned From A Study Of Genomics-Based Carrier Screening For Reproductive Decision Making","Wilfond BS, Kauffman TL, Jarvik GP, Reiss JA, Richards CS, McMullen C, Gilmore M, Himes P, Kraft SA, Porter KM, Schneider JL, Punj S, Leo MC, Dickerson JF, Lynch FL, Clarke E, Rope AF, Lutz K, Goddard KAB.","Health Aff (Millwood). 2018 May;37(5):809-816. doi: 10.1377/hlthaff.2017.1578.","Wilfond BS","Health Aff (Millwood)","2018","2018/05/08","","","10.1377/hlthaff.2017.1578"
"29733705","Precision Medicine: From Science To Value","Ginsburg GS, Phillips KA.","Health Aff (Millwood). 2018 May;37(5):694-701. doi: 10.1377/hlthaff.2017.1624.","Ginsburg GS","Health Aff (Millwood)","2018","2018/05/08","PMC5989714","NIHMS971591","10.1377/hlthaff.2017.1624"
"29733704","Genetic Test Availability And Spending: Where Are We Now? Where Are We Going?","Phillips KA, Deverka PA, Hooker GW, Douglas MP.","Health Aff (Millwood). 2018 May;37(5):710-716. doi: 10.1377/hlthaff.2017.1427.","Phillips KA","Health Aff (Millwood)","2018","2018/05/08","PMC5987210","NIHMS971577","10.1377/hlthaff.2017.1427"
"29710095","Evolving Payer Coverage Policies on Genomic Sequencing Tests: Beginning of the End or End of the Beginning?","Phillips KA.","JAMA. 2018 Jun 19;319(23):2379-2380. doi: 10.1001/jama.2018.4863.","Phillips KA","JAMA","2018","2018/05/01","PMC6013401","NIHMS971565","10.1001/jama.2018.4863"
"29674586","Insurance coverage for genomic tests","Phillips KA, Trosman JR, Deverka PA, Quinn B, Tunis S, Neumann PJ, Chambers JD, Garrison LP Jr, Douglas MP, Weldon CB.","Science. 2018 Apr 20;360(6386):278-279. doi: 10.1126/science.aas9268. Epub 2018 Apr 19.","Phillips KA","Science","2018","2018/04/21","PMC5991085","NIHMS971563","10.1126/science.aas9268"
"29656860","Truncating Variants in NAA15 Are Associated with Variable Levels of Intellectual Disability, Autism Spectrum Disorder, and Congenital Anomalies","Cheng H, Dharmadhikari AV, Varland S, Ma N, Domingo D, Kleyner R, Rope AF, Yoon M, Stray-Pedersen A, Posey JE, Crews SR, Eldomery MK, Akdemir ZC, Lewis AM, Sutton VR, Rosenfeld JA, Conboy E, Agre K, Xia F, Walkiewicz M, Longoni M, High FA, van Slegtenhorst MA, Mancini GMS, Finnila CR, van Haeringen A, den Hollander N, Ruivenkamp C, Naidu S, Mahida S, Palmer EE, Murray L, Lim D, Jayakar P, Parker MJ, Giusto S, Stracuzzi E, Romano C, Beighley JS, Bernier RA, Küry S, Nizon M, Corbett MA, Shaw M, Gardner A, Barnett C, Armstrong R, Kassahn KS, Van Dijck A, Vandeweyer G, Kleefstra T, Schieving J, Jongmans MJ, de Vries BBA, Pfundt R, Kerr B, Rojas SK, Boycott KM, Person R, Willaert R, Eichler EE, Kooy RF, Yang Y, Wu JC, Lupski JR, Arnesen T, Cooper GM, Chung WK, Gecz J, Stessman HAF, Meng L, Lyon GJ.","Am J Hum Genet. 2018 May 3;102(5):985-994. doi: 10.1016/j.ajhg.2018.03.004. Epub 2018 Apr 12.","Cheng H","Am J Hum Genet","2018","2018/04/17","PMC5986698","","10.1016/j.ajhg.2018.03.004"
"29652076","Systematic reanalysis of genomic data improves quality of variant interpretation","Hiatt SM, Amaral MD, Bowling KM, Finnila CR, Thompson ML, Gray DE, Lawlor JMJ, Cochran JN, Bebin EM, Brothers KB, East KM, Kelley WV, Lamb NE, Levy SE, Lose EJ, Neu MB, Rich CA, Simmons S, Myers RM, Barsh GS, Cooper GM.","Clin Genet. 2018 Jul;94(1):174-178. doi: 10.1111/cge.13259. Epub 2018 May 10.","Hiatt SM","Clin Genet","2018","2018/04/14","PMC5995667","NIHMS960945","10.1111/cge.13259"
"29593351","""Possibly positive or certainly uncertain?"": participants' responses to uncertain diagnostic results from exome sequencing","Skinner D, Roche MI, Weck KE, Raspberry KA, Foreman AKM, Strande NT, Berg JS, Evans JP, Henderson GE.","Genet Med. 2018 Mar;20(3):313-319. doi: 10.1038/gim.2017.135. Epub 2017 Oct 2.","Skinner D","Genet Med","2018","2018/03/30","PMC5880300","NIHMS892470","10.1038/gim.2017.135"
"29543229","The ACMG/AMP reputable source criteria for the interpretation of sequence variants","Biesecker LG, Harrison SM; ClinGen Sequence Variant Interpretation Working Group.","Genet Med. 2018 Dec;20(12):1687-1688. doi: 10.1038/gim.2018.42.","Biesecker LG","Genet Med","2018","2018/03/16","PMC6709533","NIHMS1045564","10.1038/gim.2018.42"
"29526281","Outcomes of Counseling after Education about Carrier Results: A Randomized Controlled Trial","Lewis KL, Umstead KL, Johnston JJ, Miller IM, Thompson LJ, Fishler KP, Biesecker LG, Biesecker BB.","Am J Hum Genet. 2018 Apr 5;102(4):540-546. doi: 10.1016/j.ajhg.2018.02.009. Epub 2018 Mar 8.","Lewis KL","Am J Hum Genet","2018","2018/03/13","PMC5985358","","10.1016/j.ajhg.2018.02.009"
"29497922","Why Patients Decline Genomic Sequencing Studies: Experiences from the CSER Consortium","Amendola LM, Robinson JO, Hart R, Biswas S, Lee K, Bernhardt BA, East K, Gilmore MJ, Kauffman TL, Lewis KL, Roche M, Scollon S, Wynn J, Blout C.","J Genet Couns. 2018 Sep;27(5):1220-1227. doi: 10.1007/s10897-018-0243-7. Epub 2018 Mar 1.","Amendola LM","J Genet Couns","2018","2018/03/03","PMC6119550","NIHMS954802","10.1007/s10897-018-0243-7"
"29476166","Intentions to share exome sequencing results with family members: exploring spousal beliefs and attitudes","Turbitt E, Roberts MC, Ferrer RA, Taber JM, Lewis KL, Biesecker LG, Biesecker BB, Klein WM.","Eur J Hum Genet. 2018 May;26(5):735-739. doi: 10.1038/s41431-018-0118-2. Epub 2018 Feb 23.","Turbitt E","Eur J Hum Genet","2018","2018/02/25","PMC5945607","","10.1038/s41431-018-0118-2"
"29423569","Time Costs for Genetic Counseling in Preconception Carrier Screening with Genome Sequencing","Lynch FL, Himes P, Gilmore MJ, Morris EM, Schneider JL, Kauffman TL, Shuster E, Reiss JA, Dickerson JF, Leo MC, Davis JV, McMullen CK, Wilfond BS, Goddard KAB.","J Genet Couns. 2018 Aug;27(4):823-833. doi: 10.1007/s10897-017-0205-5. Epub 2018 Feb 8.","Lynch FL","J Genet Couns","2018","2018/02/10","PMC6061093","","10.1007/s10897-017-0205-5"
"29417091","Diagnostic utility of exome sequencing in the evaluation of neuromuscular disorders","Haskell GT, Adams MC, Fan Z, Amin K, Guzman Badillo RJ, Zhou L, Bizon C, Chahin N, Greenwood RS, Milko LV, Shiloh-Malawsky Y, Crooks KR, Strande N, Tennison M, Tilley CR, Brandt A, Wilhelmsen KC, Weck K, Evans JP, Berg JS.","Neurol Genet. 2018 Feb 1;4(1):e212. doi: 10.1212/NXG.0000000000000212. eCollection 2018 Feb.","Haskell GT","Neurol Genet","2018","2018/02/09","PMC5798313","","10.1212/NXG.0000000000000212"
"29388940","Anticipated responses of early adopter genetic specialists and nongenetic specialists to unsolicited genomic secondary findings","Christensen KD, Bernhardt BA, Jarvik GP, Hindorff LA, Ou J, Biswas S, Powell BC, Grundmeier RW, Machini K, Karavite DJ, Pennington JW, Krantz ID, Berg JS, Goddard KAB.","Genet Med. 2018 Oct;20(10):1186-1195. doi: 10.1038/gim.2017.243. Epub 2018 Feb 1.","Christensen KD","Genet Med","2018","2018/02/02","PMC6103906","NIHMS984755","10.1038/gim.2017.243"
"29383714","Disclosure of cardiac variants of uncertain significance results in an exome cohort","Lawal TA, Lewis KL, Johnston JJ, Heidlebaugh AR, Ng D, Gaston-Johansson FG, Klein WMP, Biesecker BB, Biesecker LG.","Clin Genet. 2018 May;93(5):1022-1029. doi: 10.1111/cge.13220. Epub 2018 Mar 2.","Lawal TA","Clin Genet","2018","2018/02/01","PMC5961741","NIHMS965320","10.1111/cge.13220"
"29356820","Web Platform vs In-Person Genetic Counselor for Return of Carrier Results From Exome Sequencing: A Randomized Clinical Trial","Biesecker BB, Lewis KL, Umstead KL, Johnston JJ, Turbitt E, Fishler KP, Patton JH, Miller IM, Heidlebaugh AR, Biesecker LG.","JAMA Intern Med. 2018 Mar 1;178(3):338-346. doi: 10.1001/jamainternmed.2017.8049.","Biesecker BB","JAMA Intern Med","2018","2018/01/23","PMC5885925","","10.1001/jamainternmed.2017.8049"
"29323668","Professional responsibilities regarding the provision, publication, and dissemination of patient phenotypes in the context of clinical genetic and genomic testing: points to consider-a statement of the American College of Medical Genetics and Genomics (ACMG)","Bush LW, Beck AE, Biesecker LG, Evans JP, Hamosh A, Holm IA, Martin CL, Richards CS, Rehm HL.","Genet Med. 2018 Feb;20(2):169-171. doi: 10.1038/gim.2017.242. Epub 2018 Jan 11.","Bush LW","Genet Med","2018","2018/01/12","PMC5931217","NIHMS958338","10.1038/gim.2017.242"
"29300386","Modeling the ACMG/AMP variant classification guidelines as a Bayesian classification framework","Tavtigian SV, Greenblatt MS, Harrison SM, Nussbaum RL, Prabhu SA, Boucher KM, Biesecker LG; ClinGen Sequence Variant Interpretation Working Group (ClinGen SVI).","Genet Med. 2018 Sep;20(9):1054-1060. doi: 10.1038/gim.2017.210. Epub 2018 Jan 4.","Tavtigian SV","Genet Med","2018","2018/01/05","PMC6336098","NIHMS915467","10.1038/gim.2017.210"
"29293279","Patient actions and reactions after receiving negative results from expanded carrier screening","Kraft SA, Schneider JL, Leo MC, Kauffman TL, Davis JV, Porter KM, McMullen CK, Wilfond BS, Goddard KAB.","Clin Genet. 2018 May;93(5):962-971. doi: 10.1111/cge.13206. Epub 2018 Mar 13.","Kraft SA","Clin Genet","2018","2018/01/03","PMC5899643","NIHMS956200","10.1111/cge.13206"
"31073549","New Medicare Coverage Policy for Next-Generation Tumor Sequencing: A Key Shift in Coverage Criteria With Broad Implications Beyond Medicare","Phillips KA, Trosman JR, Weldon CB, Douglas MP.","JCO Precis Oncol. 2018;2:PO.18.00206. doi: 10.1200/PO.18.00206. Epub 2018 Nov 8.","Phillips KA","JCO Precis Oncol","2018","2019/05/11","PMC6503521","NIHMS1003974","10.1200/PO.18.00206"
"29261173","The who, what, and why of research participants' intentions to request a broad range of secondary findings in a diagnostic genomic sequencing study","Rini C, Khan CM, Moore E, Roche MI, Evans JP, Berg JS, Powell BC, Corbie-Smith G, Foreman AKM, Griesemer I, Lee K, O'Daniel JM, Henderson GE.","Genet Med. 2018 Jul;20(7):760-769. doi: 10.1038/gim.2017.176. Epub 2017 Oct 26.","Rini C","Genet Med","2018","2017/12/21","PMC5920790","NIHMS906345","10.1038/gim.2017.176"
"29250907","Patient perspectives on the use of categories of conditions for decision making about genomic carrier screening results","Kraft SA, McMullen CK, Porter KM, Kauffman TL, Davis JV, Schneider JL, Goddard KAB, Wilfond BS.","Am J Med Genet A. 2018 Feb;176(2):376-385. doi: 10.1002/ajmg.a.38583. Epub 2017 Dec 18.","Kraft SA","Am J Med Genet A","2018","2017/12/19","","","10.1002/ajmg.a.38583"
"29144510","Characterizing reduced coverage regions through comparison of exome and genome sequencing data across 10 centers","Sanghvi RV, Buhay CJ, Powell BC, Tsai EA, Dorschner MO, Hong CS, Lebo MS, Sasson A, Hanna DS, McGee S, Bowling KM, Cooper GM, Gray DE, Lonigro RJ, Dunford A, Brennan CA, Cibulskis C, Walker K, Carneiro MO, Sailsbery J, Hindorff LA, Robinson DR, Santani A, Sarmady M, Rehm HL, Biesecker LG, Nickerson DA, Hutter CM, Garraway L, Muzny DM, Wagle N; NHGRI Clinical Sequencing Exploratory Research (CSER) Consortium.","Genet Med. 2018 Aug;20(8):855-866. doi: 10.1038/gim.2017.192. Epub 2017 Nov 16.","Sanghvi RV","Genet Med","2018","2017/11/17","PMC6456263","NIHMS911331","10.1038/gim.2017.192"
"29131714","Understanding variations in secondary findings reporting practices across U.S. genome sequencing laboratories","Ackerman SL, Koenig BA.","AJOB Empir Bioeth. 2018 Jan-Mar;9(1):48-57. doi: 10.1080/23294515.2017.1405095. Epub 2017 Dec 21.","Ackerman SL","AJOB Empir Bioeth","2018","2017/11/14","","","10.1080/23294515.2017.1405095"
"29100083","High Rate of Recurrent De Novo Mutations in Developmental and Epileptic Encephalopathies","Hamdan FF, Myers CT, Cossette P, Lemay P, Spiegelman D, Laporte AD, Nassif C, Diallo O, Monlong J, Cadieux-Dion M, Dobrzeniecka S, Meloche C, Retterer K, Cho MT, Rosenfeld JA, Bi W, Massicotte C, Miguet M, Brunga L, Regan BM, Mo K, Tam C, Schneider A, Hollingsworth G; Deciphering Developmental Disorders Study; FitzPatrick DR, Donaldson A, Canham N, Blair E, Kerr B, Fry AE, Thomas RH, Shelagh J, Hurst JA, Brittain H, Blyth M, Lebel RR, Gerkes EH, Davis-Keppen L, Stein Q, Chung WK, Dorison SJ, Benke PJ, Fassi E, Corsten-Janssen N, Kamsteeg EJ, Mau-Them FT, Bruel AL, Verloes A, Õunap K, Wojcik MH, Albert DVF, Venkateswaran S, Ware T, Jones D, Liu YC, Mohammad SS, Bizargity P, Bacino CA, Leuzzi V, Martinelli S, Dallapiccola B, Tartaglia M, Blumkin L, Wierenga KJ, Purcarin G, O'Byrne JJ, Stockler S, Lehman A, Keren B, Nougues MC, Mignot C, Auvin S, Nava C, Hiatt SM, Bebin M, Shao Y, Scaglia F, Lalani SR, Frye RE, Jarjour IT, Jacques S, Boucher RM, Riou E, Srour M, Carmant L, Lortie A, Major P, Diadori P, Dubeau F, D'Anjou G, Bourque G, Berkovic SF, Sadleir LG, Campeau PM, Kibar Z, Lafrenière RG, Girard SL, Mercimek-Mahmutoglu S, Boelman C, et al.","Am J Hum Genet. 2017 Nov 2;101(5):664-685. doi: 10.1016/j.ajhg.2017.09.008.","Hamdan FF","Am J Hum Genet","2017","2017/11/04","PMC5673604","","10.1016/j.ajhg.2017.09.008"
"29069655","Online Education and e-Consent for GeneScreen, a Preventive Genomic Screening Study","Cadigan RJ, Butterfield R, Rini C, Waltz M, Kuczynski KJ, Muessig K, Goddard KAB, Henderson GE.","Public Health Genomics. 2017;20(4):235-246. doi: 10.1159/000481359. Epub 2017 Oct 26.","Cadigan RJ","Public Health Genomics","2017","2017/10/26","PMC5698149","NIHMS909607","10.1159/000481359"
"28944234","The NextGen Study: patient motivation for participation in genome sequencing for carrier status","Kauffman TL, Irving SA, Leo MC, Gilmore MJ, Himes P, McMullen CK, Morris E, Schneider J, Wilfond BS, Goddard KAB.","Mol Genet Genomic Med. 2017 Jul 2;5(5):508-515. doi: 10.1002/mgg3.306. eCollection 2017 Sep.","Kauffman TL","Mol Genet Genomic Med","2017","2017/09/26","PMC5606895","","10.1002/mgg3.306"
